cell_id,district,latitude,longitude,spatial_block_id,slope_mean,elevation_mean,curvature_mean,twi_mean,terrain_susceptibility_score,terrain_susceptibility_class,pu_terrain_similarity,pu_similarity_class,primary_terrain_contributors,label_status,historical_event_id
AIZ_00238,Aizawl,23.73031,92.636725,BLK_AIZ_R16_C14,18.736879,430.369568,0.231377,5.719189,55.04,MODERATE,0.3206,LOW_TERRAIN_SIMILARITY,"Slope (55%), TWI (20%), Curvature (4%), Relief (21%)",UNKNOWN,
AIZ_00239,Aizawl,23.734826,92.636712,BLK_AIZ_R16_C14,28.963394,303.320557,0.056654,5.691097,70.07,HIGH,0.2284,LOW_TERRAIN_SIMILARITY,"Slope (55%), TWI (15%), Curvature (9%), Relief (21%)",UNKNOWN,
AIZ_00240,Aizawl,23.739342,92.6367,BLK_AIZ_R16_C14,31.28042,202.480057,-0.278675,6.111937,86.97,VERY_HIGH,0.031,DISSIMILAR_TERRAIN,"Slope (52%), TWI (15%), Curvature (16%), Relief (17%)",UNKNOWN,
AIZ_00241,Aizawl,23.743859,92.636687,BLK_AIZ_R16_C14,28.847792,181.674042,-0.139013,6.682063,85.06,VERY_HIGH,0.0285,DISSIMILAR_TERRAIN,"Slope (52%), TWI (20%), Curvature (12%), Relief (16%)",UNKNOWN,
AIZ_00242,Aizawl,23.748375,92.636674,BLK_AIZ_R16_C14,30.390396,186.776108,-0.08858,6.344872,80.07,HIGH,0.0487,DISSIMILAR_TERRAIN,"Slope (55%), TWI (18%), Curvature (12%), Relief (15%)",UNKNOWN,
AIZ_00243,Aizawl,23.752891,92.636662,BLK_AIZ_R16_C14,32.108696,189.651947,-0.1949,5.804574,78.36,HIGH,0.1459,DISSIMILAR_TERRAIN,"Slope (51%), TWI (14%), Curvature (15%), Relief (20%)",UNKNOWN,
AIZ_00244,Aizawl,23.757407,92.636649,BLK_AIZ_R16_C14,36.067402,231.611435,-0.246122,5.909375,84.65,HIGH,0.0792,DISSIMILAR_TERRAIN,"Slope (53%), TWI (14%), Curvature (15%), Relief (18%)",UNKNOWN,
AIZ_00245,Aizawl,23.761923,92.636637,BLK_AIZ_R16_C14,25.093475,362.534943,0.13478,5.404697,66.1,MODERATE,0.1704,LOW_TERRAIN_SIMILARITY,"Slope (57%), TWI (13%), Curvature (7%), Relief (23%)",UNKNOWN,
AIZ_00246,Aizawl,23.76644,92.636624,BLK_AIZ_R17_C14,26.114799,312.815887,0.10261,5.518535,64.29,MODERATE,0.3042,LOW_TERRAIN_SIMILARITY,"Slope (54%), TWI (15%), Curvature (8%), Relief (23%)",UNKNOWN,
AIZ_00247,Aizawl,23.770956,92.636612,BLK_AIZ_R17_C14,31.220278,154.992737,-0.310912,5.908253,78.52,HIGH,0.1597,LOW_TERRAIN_SIMILARITY,"Slope (47%), TWI (15%), Curvature (18%), Relief (20%)",UNKNOWN,
AIZ_00248,Aizawl,23.775472,92.636599,BLK_AIZ_R17_C14,33.140636,207.124435,-0.119386,5.377432,77.37,HIGH,0.082,DISSIMILAR_TERRAIN,"Slope (56%), TWI (11%), Curvature (13%), Relief (20%)",UNKNOWN,
AIZ_00249,Aizawl,23.779988,92.636587,BLK_AIZ_R17_C14,27.809116,222.561493,-0.082807,5.629385,72.77,HIGH,0.1768,LOW_TERRAIN_SIMILARITY,"Slope (53%), TWI (14%), Curvature (13%), Relief (20%)",UNKNOWN,
AIZ_00250,Aizawl,23.784504,92.636574,BLK_AIZ_R17_C14,18.008308,262.36203,0.21235,5.730944,55.38,MODERATE,0.2269,LOW_TERRAIN_SIMILARITY,"Slope (55%), TWI (20%), Curvature (5%), Relief (20%)",UNKNOWN,
AIZ_00251,Aizawl,23.78902,92.636562,BLK_AIZ_R17_C14,17.695192,240.787735,0.04528,5.690969,53.28,MODERATE,0.3141,LOW_TERRAIN_SIMILARITY,"Slope (51%), TWI (20%), Curvature (12%), Relief (17%)",UNKNOWN,
AIZ_00252,Aizawl,23.793537,92.636549,BLK_AIZ_R17_C14,24.856291,168.678192,-0.01894,5.824666,64.5,MODERATE,0.2386,LOW_TERRAIN_SIMILARITY,"Slope (53%), TWI (18%), Curvature (12%), Relief (17%)",UNKNOWN,
AIZ_00253,Aizawl,23.798053,92.636536,BLK_AIZ_R17_C14,18.326527,198.626144,0.168509,5.637802,56.8,MODERATE,0.1765,LOW_TERRAIN_SIMILARITY,"Slope (56%), TWI (18%), Curvature (7%), Relief (19%)",UNKNOWN,
AIZ_00254,Aizawl,23.802569,92.636524,BLK_AIZ_R17_C14,12.88463,170.820831,-0.036597,6.203944,48.08,LOW,0.1566,LOW_TERRAIN_SIMILARITY,"Slope (38%), TWI (29%), Curvature (17%), Relief (16%)",UNKNOWN,
AIZ_00255,Aizawl,23.807085,92.636511,BLK_AIZ_R17_C14,11.502251,115.061409,-0.037433,6.105528,43.6,LOW,0.1136,DISSIMILAR_TERRAIN,"Slope (38%), TWI (30%), Curvature (19%), Relief (13%)",UNKNOWN,
AIZ_00256,Aizawl,23.811601,92.636499,BLK_AIZ_R18_C14,10.507046,113.653709,0.130471,5.917812,39.07,LOW,0.1268,DISSIMILAR_TERRAIN,"Slope (45%), TWI (31%), Curvature (12%), Relief (12%)",UNKNOWN,
AIZ_00257,Aizawl,23.816117,92.636486,BLK_AIZ_R18_C14,17.200546,94.957268,-0.210115,6.364648,64.02,MODERATE,0.1861,LOW_TERRAIN_SIMILARITY,"Slope (43%), TWI (23%), Curvature (19%), Relief (15%)",UNKNOWN,
AIZ_00258,Aizawl,23.820404,92.636695,BLK_AIZ_R18_C14,29.919287,270.024231,0.176345,5.209424,63.17,MODERATE,0.2112,LOW_TERRAIN_SIMILARITY,"Slope (59%), TWI (12%), Curvature (6%), Relief (23%)",UNKNOWN,
AIZ_00259,Aizawl,23.825171,92.637331,BLK_AIZ_R18_C14,9.461597,352.29071,0.046336,6.178576,37.43,LOW,0.1287,DISSIMILAR_TERRAIN,"Slope (38%), TWI (36%), Curvature (17%), Relief (9%)",UNKNOWN,
AIZ_00260,Aizawl,23.827428,92.638859,BLK_AIZ_R18_C14,,,,,,NODATA_BORDER,,NODATA_BORDER,NoData Terrain Boundary Cell,UNKNOWN,
AIZ_00261,Aizawl,23.406486,92.644418,BLK_AIZ_R09_C14,22.745432,605.235657,-0.243822,5.757333,52.18,MODERATE,0.419,MODERATE_TERRAIN_SIMILARITY,"Slope (48%), TWI (21%), Curvature (25%), Relief (6%)",UNKNOWN,
AIZ_00262,Aizawl,23.409885,92.643619,BLK_AIZ_R09_C14,22.073505,707.03479,0.335037,5.203712,45.42,LOW,0.4221,MODERATE_TERRAIN_SIMILARITY,"Slope (65%), TWI (17%), Curvature (0%), Relief (18%)",UNKNOWN,
AIZ_00263,Aizawl,23.413843,92.643567,BLK_AIZ_R09_C14,29.225225,604.994507,0.033749,5.080453,63.0,MODERATE,0.4828,MODERATE_TERRAIN_SIMILARITY,"Slope (55%), TWI (11%), Curvature (11%), Relief (23%)",UNKNOWN,
AIZ_00264,Aizawl,23.418813,92.644022,BLK_AIZ_R09_C14,25.791536,441.041779,0.096074,5.237288,52.59,MODERATE,0.43,MODERATE_TERRAIN_SIMILARITY,"Slope (60%), TWI (15%), Curvature (10%), Relief (15%)",UNKNOWN,
AIZ_00265,Aizawl,23.423319,92.643586,BLK_AIZ_R09_C14,23.989548,393.746185,0.070789,5.389969,55.37,MODERATE,0.4239,MODERATE_TERRAIN_SIMILARITY,"Slope (52%), TWI (16%), Curvature (11%), Relief (21%)",UNKNOWN,
AIZ_00266,Aizawl,23.427877,92.643055,BLK_AIZ_R09_C14,30.010397,363.139465,-0.131598,5.665892,71.58,HIGH,0.3465,LOW_TERRAIN_SIMILARITY,"Slope (50%), TWI (15%), Curvature (15%), Relief (20%)",UNKNOWN,
AIZ_00267,Aizawl,23.432253,92.642447,BLK_AIZ_R09_C14,29.329048,546.279968,-0.049345,5.616333,68.03,MODERATE,0.5243,MODERATE_TERRAIN_SIMILARITY,"Slope (50%), TWI (15%), Curvature (13%), Relief (22%)",UNKNOWN,
AIZ_00268,Aizawl,23.436762,92.642426,BLK_AIZ_R09_C14,26.789536,707.392639,0.253171,5.079982,57.46,MODERATE,0.3929,LOW_TERRAIN_SIMILARITY,"Slope (61%), TWI (12%), Curvature (3%), Relief (24%)",UNKNOWN,
AIZ_00269,Aizawl,23.441278,92.642414,BLK_AIZ_R09_C14,26.78265,640.358765,0.02418,5.418328,62.65,MODERATE,0.622,MODERATE_TERRAIN_SIMILARITY,"Slope (51%), TWI (14%), Curvature (11%), Relief (24%)",UNKNOWN,
AIZ_00270,Aizawl,23.445685,92.642555,BLK_AIZ_R09_C14,27.803139,598.939819,-0.096027,5.381614,68.51,MODERATE,0.4871,MODERATE_TERRAIN_SIMILARITY,"Slope (51%), TWI (13%), Curvature (14%), Relief (22%)",UNKNOWN,
AIZ_00271,Aizawl,23.450341,92.642926,BLK_AIZ_R10_C14,28.19944,613.078552,0.114289,5.159953,58.01,MODERATE,0.4871,MODERATE_TERRAIN_SIMILARITY,"Slope (59%), TWI (12%), Curvature (8%), Relief (21%)",UNKNOWN,
AIZ_00272,Aizawl,23.454889,92.642677,BLK_AIZ_R10_C14,32.033005,511.454224,-0.290093,5.541642,74.59,HIGH,0.3292,LOW_TERRAIN_SIMILARITY,"Slope (49%), TWI (13%), Curvature (19%), Relief (19%)",UNKNOWN,
AIZ_00273,Aizawl,23.459351,92.642374,BLK_AIZ_R10_C14,29.962273,535.525208,0.178699,4.986834,59.75,MODERATE,0.3365,LOW_TERRAIN_SIMILARITY,"Slope (60%), TWI (10%), Curvature (6%), Relief (24%)",UNKNOWN,
AIZ_00274,Aizawl,23.46386,92.642353,BLK_AIZ_R10_C14,30.917925,413.806641,-0.26499,5.320088,73.78,HIGH,0.2484,LOW_TERRAIN_SIMILARITY,"Slope (51%), TWI (11%), Curvature (18%), Relief (20%)",UNKNOWN,
AIZ_00275,Aizawl,23.468377,92.642341,BLK_AIZ_R10_C14,31.23,418.742859,-0.040029,5.382316,68.76,MODERATE,0.3552,LOW_TERRAIN_SIMILARITY,"Slope (53%), TWI (13%), Curvature (12%), Relief (22%)",UNKNOWN,
AIZ_00276,Aizawl,23.472893,92.642329,BLK_AIZ_R10_C14,29.741016,499.954498,0.238783,5.018791,59.19,MODERATE,0.3016,LOW_TERRAIN_SIMILARITY,"Slope (60%), TWI (11%), Curvature (4%), Relief (25%)",UNKNOWN,
AIZ_00277,Aizawl,23.477279,92.642574,BLK_AIZ_R10_C14,28.105902,393.553619,-0.170639,5.639986,69.72,MODERATE,0.3971,LOW_TERRAIN_SIMILARITY,"Slope (48%), TWI (15%), Curvature (16%), Relief (21%)",UNKNOWN,
AIZ_00278,Aizawl,23.481766,92.643287,BLK_AIZ_R10_C14,23.589539,287.624207,-0.256136,5.765436,68.34,MODERATE,0.2246,LOW_TERRAIN_SIMILARITY,"Slope (50%), TWI (16%), Curvature (19%), Relief (15%)",UNKNOWN,
AIZ_00279,Aizawl,23.486784,92.642709,BLK_AIZ_R10_C14,28.847305,373.38028,0.097633,5.279898,63.0,MODERATE,0.2637,LOW_TERRAIN_SIMILARITY,"Slope (59%), TWI (13%), Curvature (8%), Relief (20%)",UNKNOWN,
AIZ_00280,Aizawl,23.490958,92.64228,BLK_AIZ_R10_C14,18.773077,409.043213,0.023775,5.683813,52.64,MODERATE,0.4575,MODERATE_TERRAIN_SIMILARITY,"Slope (50%), TWI (20%), Curvature (13%), Relief (17%)",UNKNOWN,
AIZ_00281,Aizawl,23.495475,92.642268,BLK_AIZ_R11_C14,20.549353,445.978455,0.094592,5.717288,56.61,MODERATE,0.4753,MODERATE_TERRAIN_SIMILARITY,"Slope (51%), TWI (19%), Curvature (9%), Relief (21%)",UNKNOWN,
AIZ_00282,Aizawl,23.499991,92.642256,BLK_AIZ_R11_C14,17.581665,449.138489,-0.01364,5.985033,53.28,MODERATE,0.4738,MODERATE_TERRAIN_SIMILARITY,"Slope (46%), TWI (23%), Curvature (15%), Relief (16%)",UNKNOWN,
AIZ_00283,Aizawl,23.504507,92.642244,BLK_AIZ_R11_C14,14.357755,484.752655,-0.033949,6.156311,53.53,MODERATE,0.4546,MODERATE_TERRAIN_SIMILARITY,"Slope (45%), TWI (25%), Curvature (15%), Relief (15%)",UNKNOWN,
AIZ_00284,Aizawl,23.509024,92.642232,BLK_AIZ_R11_C14,13.646133,553.144165,0.015638,5.904039,49.18,LOW,0.494,MODERATE_TERRAIN_SIMILARITY,"Slope (49%), TWI (24%), Curvature (15%), Relief (12%)",UNKNOWN,
AIZ_00285,Aizawl,23.51354,92.642219,BLK_AIZ_R11_C14,10.743391,587.631226,0.055714,5.967417,41.91,LOW,0.367,LOW_TERRAIN_SIMILARITY,"Slope (44%), TWI (29%), Curvature (15%), Relief (12%)",UNKNOWN,
AIZ_00286,Aizawl,23.518056,92.642207,BLK_AIZ_R11_C14,31.416533,462.332794,0.075784,5.424486,71.1,HIGH,0.1919,LOW_TERRAIN_SIMILARITY,"Slope (58%), TWI (13%), Curvature (8%), Relief (21%)",UNKNOWN,
AIZ_00287,Aizawl,23.522573,92.642195,BLK_AIZ_R11_C14,29.91466,253.306686,-0.384915,6.003744,78.09,HIGH,0.1634,LOW_TERRAIN_SIMILARITY,"Slope (47%), TWI (16%), Curvature (19%), Relief (18%)",UNKNOWN,
AIZ_00288,Aizawl,23.527089,92.642183,BLK_AIZ_R11_C14,28.608664,425.221954,0.245317,5.49297,64.4,MODERATE,0.2229,LOW_TERRAIN_SIMILARITY,"Slope (59%), TWI (14%), Curvature (3%), Relief (24%)",UNKNOWN,
AIZ_00289,Aizawl,23.531605,92.642171,BLK_AIZ_R11_C14,15.215792,519.410034,0.075884,6.081196,62.71,MODERATE,0.2945,LOW_TERRAIN_SIMILARITY,"Slope (48%), TWI (21%), Curvature (9%), Relief (22%)",UNKNOWN,
AIZ_00290,Aizawl,23.536122,92.642158,BLK_AIZ_R11_C14,14.904001,560.360168,0.041834,5.832703,45.52,LOW,0.4678,MODERATE_TERRAIN_SIMILARITY,"Slope (48%), TWI (25%), Curvature (14%), Relief (13%)",UNKNOWN,
AIZ_00291,Aizawl,23.540638,92.642146,BLK_AIZ_R12_C14,32.013275,471.055511,0.208987,5.2702,67.39,MODERATE,0.1602,LOW_TERRAIN_SIMILARITY,"Slope (62%), TWI (12%), Curvature (4%), Relief (22%)",UNKNOWN,
AIZ_00292,Aizawl,23.545154,92.642134,BLK_AIZ_R12_C14,29.944016,254.987183,-0.255101,5.868504,76.95,HIGH,0.1426,DISSIMILAR_TERRAIN,"Slope (52%), TWI (15%), Curvature (17%), Relief (16%)",UNKNOWN,
AIZ_00293,Aizawl,23.549671,92.642122,BLK_AIZ_R12_C14,27.014027,252.229202,-0.2232,5.680699,70.22,HIGH,0.1926,LOW_TERRAIN_SIMILARITY,"Slope (53%), TWI (15%), Curvature (18%), Relief (14%)",UNKNOWN,
AIZ_00294,Aizawl,23.554187,92.642109,BLK_AIZ_R12_C14,24.499664,255.154465,-0.219892,5.938883,71.21,HIGH,0.2022,LOW_TERRAIN_SIMILARITY,"Slope (50%), TWI (17%), Curvature (17%), Relief (16%)",UNKNOWN,
AIZ_00295,Aizawl,23.558703,92.642097,BLK_AIZ_R12_C14,19.492844,360.374542,-0.092131,6.155573,62.94,MODERATE,0.4073,MODERATE_TERRAIN_SIMILARITY,"Slope (45%), TWI (21%), Curvature (15%), Relief (19%)",UNKNOWN,
AIZ_00296,Aizawl,23.56322,92.642085,BLK_AIZ_R12_C14,22.258808,542.291382,-0.008633,5.991376,67.41,MODERATE,0.3427,LOW_TERRAIN_SIMILARITY,"Slope (52%), TWI (18%), Curvature (11%), Relief (19%)",UNKNOWN,
AIZ_00297,Aizawl,23.567736,92.642073,BLK_AIZ_R12_C14,15.654708,677.758057,0.074109,5.929181,49.23,LOW,0.5758,MODERATE_TERRAIN_SIMILARITY,"Slope (46%), TWI (24%), Curvature (12%), Relief (18%)",UNKNOWN,
AIZ_00298,Aizawl,23.572252,92.642061,BLK_AIZ_R12_C14,11.693928,726.174744,0.04036,5.826213,39.65,LOW,0.4343,MODERATE_TERRAIN_SIMILARITY,"Slope (47%), TWI (29%), Curvature (17%), Relief (7%)",UNKNOWN,
AIZ_00299,Aizawl,23.575186,92.642495,BLK_AIZ_R12_C14,33.007385,663.443604,0.360366,4.976114,59.59,MODERATE,0.1436,DISSIMILAR_TERRAIN,"Slope (70%), TWI (10%), Curvature (0%), Relief (20%)",UNKNOWN,
AIZ_00300,Aizawl,23.618412,92.642284,BLK_AIZ_R13_C14,31.7568,876.467896,-0.005863,5.061537,65.32,MODERATE,0.4807,MODERATE_TERRAIN_SIMILARITY,"Slope (59%), TWI (10%), Curvature (12%), Relief (19%)",UNKNOWN,
AIZ_00301,Aizawl,23.621932,92.641926,BLK_AIZ_R13_C14,25.643463,730.802063,0.037429,5.636943,65.76,MODERATE,0.6373,MODERATE_TERRAIN_SIMILARITY,"Slope (52%), TWI (16%), Curvature (10%), Relief (22%)",UNKNOWN,
AIZ_00302,Aizawl,23.626448,92.641913,BLK_AIZ_R13_C14,21.975504,537.19751,-0.06808,6.417064,66.33,MODERATE,0.55,MODERATE_TERRAIN_SIMILARITY,"Slope (42%), TWI (23%), Curvature (14%), Relief (21%)",UNKNOWN,
AIZ_00303,Aizawl,23.630964,92.641901,BLK_AIZ_R14_C14,21.218895,484.454437,0.154619,5.99816,55.32,MODERATE,0.4953,MODERATE_TERRAIN_SIMILARITY,"Slope (52%), TWI (23%), Curvature (7%), Relief (18%)",UNKNOWN,
AIZ_00304,Aizawl,23.63548,92.641889,BLK_AIZ_R14_C14,20.780819,367.378387,-0.113636,6.00042,64.86,MODERATE,0.4274,MODERATE_TERRAIN_SIMILARITY,"Slope (44%), TWI (19%), Curvature (16%), Relief (21%)",UNKNOWN,
AIZ_00305,Aizawl,23.639997,92.641877,BLK_AIZ_R14_C14,24.111557,241.847656,-0.111822,5.859547,66.81,MODERATE,0.3124,LOW_TERRAIN_SIMILARITY,"Slope (48%), TWI (17%), Curvature (15%), Relief (20%)",UNKNOWN,
AIZ_00306,Aizawl,23.644513,92.641864,BLK_AIZ_R14_C14,33.243069,248.609497,-0.256281,5.640677,76.62,HIGH,0.1984,LOW_TERRAIN_SIMILARITY,"Slope (50%), TWI (13%), Curvature (17%), Relief (20%)",UNKNOWN,
AIZ_00307,Aizawl,23.649029,92.641852,BLK_AIZ_R14_C14,36.786564,392.22995,0.153457,4.990815,67.5,MODERATE,0.1553,LOW_TERRAIN_SIMILARITY,"Slope (63%), TWI (9%), Curvature (6%), Relief (22%)",UNKNOWN,
AIZ_00308,Aizawl,23.653545,92.64184,BLK_AIZ_R14_C14,35.843231,465.061493,-0.103842,5.327526,74.23,HIGH,0.2471,LOW_TERRAIN_SIMILARITY,"Slope (55%), TWI (11%), Curvature (13%), Relief (21%)",UNKNOWN,
AIZ_00309,Aizawl,23.658062,92.641827,BLK_AIZ_R14_C14,38.441715,440.087769,0.027368,5.041702,72.47,HIGH,0.1483,DISSIMILAR_TERRAIN,"Slope (61%), TWI (9%), Curvature (9%), Relief (21%)",UNKNOWN,
AIZ_00310,Aizawl,23.662578,92.641815,BLK_AIZ_R14_C14,29.088217,207.653168,-0.297692,5.994869,75.92,HIGH,0.2023,LOW_TERRAIN_SIMILARITY,"Slope (47%), TWI (16%), Curvature (19%), Relief (18%)",UNKNOWN,
AIZ_00311,Aizawl,23.667094,92.641803,BLK_AIZ_R14_C14,22.036495,236.918945,-0.034713,5.78939,60.31,MODERATE,0.3473,LOW_TERRAIN_SIMILARITY,"Slope (48%), TWI (19%), Curvature (14%), Relief (19%)",UNKNOWN,
AIZ_00312,Aizawl,23.67161,92.64179,BLK_AIZ_R14_C14,21.0714,330.265289,-0.026789,5.878396,63.26,MODERATE,0.4059,MODERATE_TERRAIN_SIMILARITY,"Slope (47%), TWI (19%), Curvature (13%), Relief (21%)",UNKNOWN,
AIZ_00313,Aizawl,23.676127,92.641778,BLK_AIZ_R15_C14,25.007973,468.864044,0.017863,5.829238,69.72,MODERATE,0.3241,LOW_TERRAIN_SIMILARITY,"Slope (52%), TWI (16%), Curvature (10%), Relief (22%)",UNKNOWN,
AIZ_00314,Aizawl,23.680643,92.641766,BLK_AIZ_R15_C14,26.356014,584.928894,0.053103,5.602379,67.01,MODERATE,0.4462,MODERATE_TERRAIN_SIMILARITY,"Slope (53%), TWI (15%), Curvature (9%), Relief (23%)",UNKNOWN,
AIZ_00315,Aizawl,23.684906,92.64208,BLK_AIZ_R15_C14,22.405104,674.704956,-0.038472,5.600075,56.51,MODERATE,0.6883,MODERATE_TERRAIN_SIMILARITY,"Slope (49%), TWI (18%), Curvature (15%), Relief (18%)",UNKNOWN,
AIZ_00316,Aizawl,23.688481,92.643429,BLK_AIZ_R15_C14,18.429338,680.197327,0.389629,5.258201,34.83,LOW,0.3207,LOW_TERRAIN_SIMILARITY,"Slope (70%), TWI (23%), Curvature (0%), Relief (7%)",UNKNOWN,
AIZ_00317,Aizawl,23.700671,92.644052,BLK_AIZ_R15_C14,,,,,,NODATA_BORDER,,NODATA_BORDER,NoData Terrain Boundary Cell,UNKNOWN,
AIZ_00318,Aizawl,23.704008,92.64241,BLK_AIZ_R15_C14,8.831794,609.078247,0.05026,6.396797,37.57,LOW,0.1432,DISSIMILAR_TERRAIN,"Slope (34%), TWI (40%), Curvature (17%), Relief (9%)",UNKNOWN,
AIZ_00319,Aizawl,23.70774,92.641692,BLK_AIZ_R15_C14,21.097239,504.278259,0.007864,5.80631,59.86,MODERATE,0.5253,MODERATE_TERRAIN_SIMILARITY,"Slope (51%), TWI (19%), Curvature (12%), Relief (18%)",UNKNOWN,
AIZ_00320,Aizawl,23.712257,92.64168,BLK_AIZ_R15_C14,14.082483,395.036133,-0.161419,6.779325,60.51,MODERATE,0.3016,LOW_TERRAIN_SIMILARITY,"Slope (39%), TWI (29%), Curvature (18%), Relief (14%)",UNKNOWN,
AIZ_00321,Aizawl,23.716773,92.641667,BLK_AIZ_R15_C14,28.414194,377.36673,-0.098815,5.777592,72.57,HIGH,0.3179,LOW_TERRAIN_SIMILARITY,"Slope (51%), TWI (15%), Curvature (13%), Relief (21%)",UNKNOWN,
AIZ_00322,Aizawl,23.721289,92.641655,BLK_AIZ_R16_C14,36.061707,398.852722,0.13087,5.221189,68.53,MODERATE,0.1981,LOW_TERRAIN_SIMILARITY,"Slope (60%), TWI (11%), Curvature (7%), Relief (22%)",UNKNOWN,
AIZ_00323,Aizawl,23.725805,92.641643,BLK_AIZ_R16_C14,38.308514,291.573822,-0.070352,5.649184,78.19,HIGH,0.1396,DISSIMILAR_TERRAIN,"Slope (56%), TWI (13%), Curvature (12%), Relief (19%)",UNKNOWN,
AIZ_00324,Aizawl,23.730321,92.64163,BLK_AIZ_R16_C14,32.19043,188.050308,-0.365899,6.076459,83.08,HIGH,0.107,DISSIMILAR_TERRAIN,"Slope (48%), TWI (16%), Curvature (18%), Relief (18%)",UNKNOWN,
AIZ_00325,Aizawl,23.734838,92.641618,BLK_AIZ_R16_C14,32.84869,170.912689,-0.37926,5.953442,83.4,HIGH,0.0862,DISSIMILAR_TERRAIN,"Slope (49%), TWI (15%), Curvature (18%), Relief (18%)",UNKNOWN,
AIZ_00326,Aizawl,23.739354,92.641606,BLK_AIZ_R16_C14,27.29475,323.217041,0.192357,5.612432,68.82,MODERATE,0.1057,DISSIMILAR_TERRAIN,"Slope (59%), TWI (15%), Curvature (5%), Relief (21%)",UNKNOWN,
AIZ_00327,Aizawl,23.74387,92.641593,BLK_AIZ_R16_C14,25.012997,360.386993,-0.101278,5.965188,71.1,HIGH,0.3552,LOW_TERRAIN_SIMILARITY,"Slope (48%), TWI (17%), Curvature (14%), Relief (21%)",UNKNOWN,
AIZ_00328,Aizawl,23.748386,92.641581,BLK_AIZ_R16_C14,29.538782,388.493683,0.019356,5.826181,69.53,MODERATE,0.3724,LOW_TERRAIN_SIMILARITY,"Slope (52%), TWI (16%), Curvature (10%), Relief (22%)",UNKNOWN,
AIZ_00329,Aizawl,23.752902,92.641568,BLK_AIZ_R16_C14,25.360779,433.162598,0.020755,5.525075,65.4,MODERATE,0.4134,MODERATE_TERRAIN_SIMILARITY,"Slope (52%), TWI (15%), Curvature (11%), Relief (22%)",UNKNOWN,
AIZ_00330,Aizawl,23.757419,92.641556,BLK_AIZ_R16_C14,16.650423,461.824463,0.148726,5.530072,44.86,LOW,0.4231,MODERATE_TERRAIN_SIMILARITY,"Slope (58%), TWI (21%), Curvature (9%), Relief (12%)",UNKNOWN,
AIZ_00331,Aizawl,23.761935,92.641544,BLK_AIZ_R16_C14,17.880669,420.20285,0.112469,5.485903,44.52,LOW,0.4078,MODERATE_TERRAIN_SIMILARITY,"Slope (55%), TWI (21%), Curvature (11%), Relief (13%)",UNKNOWN,
AIZ_00332,Aizawl,23.766451,92.641531,BLK_AIZ_R17_C14,16.474928,386.863586,0.137065,5.681762,45.08,LOW,0.3741,LOW_TERRAIN_SIMILARITY,"Slope (53%), TWI (23%), Curvature (10%), Relief (14%)",UNKNOWN,
AIZ_00333,Aizawl,23.770967,92.641519,BLK_AIZ_R17_C14,19.561104,300.601166,0.197829,5.544495,54.04,MODERATE,0.304,LOW_TERRAIN_SIMILARITY,"Slope (54%), TWI (18%), Curvature (6%), Relief (22%)",UNKNOWN,
AIZ_00334,Aizawl,23.775483,92.641507,BLK_AIZ_R17_C14,23.286087,204.481796,0.149537,5.624966,61.61,MODERATE,0.2063,LOW_TERRAIN_SIMILARITY,"Slope (55%), TWI (16%), Curvature (7%), Relief (22%)",UNKNOWN,
AIZ_00335,Aizawl,23.78,92.641494,BLK_AIZ_R17_C14,22.581898,175.937851,-0.025784,5.803678,62.65,MODERATE,0.2959,LOW_TERRAIN_SIMILARITY,"Slope (49%), TWI (18%), Curvature (13%), Relief (20%)",UNKNOWN,
AIZ_00336,Aizawl,23.784516,92.641482,BLK_AIZ_R17_C14,29.244997,152.777344,-0.12061,5.303254,67.78,MODERATE,0.1169,DISSIMILAR_TERRAIN,"Slope (59%), TWI (12%), Curvature (15%), Relief (14%)",UNKNOWN,
AIZ_00337,Aizawl,23.789032,92.641469,BLK_AIZ_R17_C14,27.667711,137.515259,-0.174699,5.601128,68.66,MODERATE,0.1632,LOW_TERRAIN_SIMILARITY,"Slope (54%), TWI (15%), Curvature (17%), Relief (14%)",UNKNOWN,
AIZ_00338,Aizawl,23.793548,92.641457,BLK_AIZ_R17_C14,26.536695,158.004684,-0.201555,5.66405,72.02,HIGH,0.1135,DISSIMILAR_TERRAIN,"Slope (54%), TWI (14%), Curvature (17%), Relief (15%)",UNKNOWN,
AIZ_00339,Aizawl,23.798064,92.641445,BLK_AIZ_R17_C14,12.69172,162.378006,0.078831,6.017108,52.6,MODERATE,0.1432,DISSIMILAR_TERRAIN,"Slope (54%), TWI (24%), Curvature (11%), Relief (11%)",UNKNOWN,
AIZ_00340,Aizawl,23.80258,92.641432,BLK_AIZ_R17_C14,10.270333,108.064484,-0.041534,6.78721,49.42,LOW,0.1009,DISSIMILAR_TERRAIN,"Slope (34%), TWI (35%), Curvature (17%), Relief (14%)",UNKNOWN,
AIZ_00341,Aizawl,23.807097,92.64142,BLK_AIZ_R17_C14,11.918276,82.643631,-0.063532,6.224784,47.49,LOW,0.17,LOW_TERRAIN_SIMILARITY,"Slope (44%), TWI (29%), Curvature (19%), Relief (8%)",UNKNOWN,
AIZ_00342,Aizawl,23.811613,92.641407,BLK_AIZ_R18_C14,16.693611,99.200562,-0.079966,5.945076,52.79,MODERATE,0.2288,LOW_TERRAIN_SIMILARITY,"Slope (47%), TWI (23%), Curvature (18%), Relief (12%)",UNKNOWN,
