cell_id,district,latitude,longitude,spatial_block_id,slope_mean,elevation_mean,curvature_mean,twi_mean,terrain_susceptibility_score,terrain_susceptibility_class,pu_terrain_similarity,pu_similarity_class,primary_terrain_contributors,label_status,historical_event_id
AIZ_00343,Aizawl,23.816129,92.641395,BLK_AIZ_R18_C14,25.225086,185.770187,0.139044,5.265187,59.58,MODERATE,0.2214,LOW_TERRAIN_SIMILARITY,"Slope (57%), TWI (13%), Curvature (7%), Relief (23%)",UNKNOWN,
AIZ_00344,Aizawl,23.820645,92.641383,BLK_AIZ_R18_C14,31.754723,229.045593,0.202315,5.324631,64.78,MODERATE,0.1731,LOW_TERRAIN_SIMILARITY,"Slope (60%), TWI (13%), Curvature (5%), Relief (22%)",UNKNOWN,
AIZ_00345,Aizawl,23.825161,92.64137,BLK_AIZ_R18_C14,32.404766,189.293625,-0.175805,5.800042,76.42,HIGH,0.1857,LOW_TERRAIN_SIMILARITY,"Slope (51%), TWI (15%), Curvature (15%), Relief (19%)",UNKNOWN,
AIZ_00346,Aizawl,23.827857,92.641722,BLK_AIZ_R18_C14,35.104095,195.560623,-0.29899,5.38577,77.31,HIGH,0.1379,DISSIMILAR_TERRAIN,"Slope (51%), TWI (11%), Curvature (18%), Relief (20%)",UNKNOWN,
AIZ_00347,Aizawl,23.402514,92.648319,BLK_AIZ_R08_C14,30.698029,563.786011,-1.382718,5.578025,66.63,MODERATE,0.0007,DISSIMILAR_TERRAIN,"Slope (52%), TWI (15%), Curvature (23%), Relief (10%)",UNKNOWN,
AIZ_00348,Aizawl,23.40526,92.647521,BLK_AIZ_R09_C14,22.91234,540.895264,-0.14566,5.743206,61.91,MODERATE,0.5596,MODERATE_TERRAIN_SIMILARITY,"Slope (48%), TWI (18%), Curvature (17%), Relief (17%)",UNKNOWN,
AIZ_00349,Aizawl,23.409675,92.647393,BLK_AIZ_R09_C14,22.520247,662.428101,0.044431,5.49724,57.5,MODERATE,0.6706,MODERATE_TERRAIN_SIMILARITY,"Slope (51%), TWI (16%), Curvature (11%), Relief (22%)",UNKNOWN,
AIZ_00350,Aizawl,23.414191,92.647381,BLK_AIZ_R09_C14,28.308699,646.681396,0.133413,5.221109,61.91,MODERATE,0.4906,MODERATE_TERRAIN_SIMILARITY,"Slope (56%), TWI (12%), Curvature (7%), Relief (25%)",UNKNOWN,
AIZ_00351,Aizawl,23.418708,92.647369,BLK_AIZ_R09_C14,31.940548,452.120148,-0.162396,5.380918,74.73,HIGH,0.2422,LOW_TERRAIN_SIMILARITY,"Slope (53%), TWI (12%), Curvature (15%), Relief (20%)",UNKNOWN,
AIZ_00352,Aizawl,23.423224,92.647357,BLK_AIZ_R09_C14,23.861135,340.032593,-0.039257,5.616043,62.96,MODERATE,0.376,LOW_TERRAIN_SIMILARITY,"Slope (52%), TWI (16%), Curvature (13%), Relief (19%)",UNKNOWN,
AIZ_00353,Aizawl,23.42774,92.647345,BLK_AIZ_R09_C14,30.312601,376.237457,-0.141016,5.621753,73.43,HIGH,0.294,LOW_TERRAIN_SIMILARITY,"Slope (51%), TWI (14%), Curvature (15%), Relief (20%)",UNKNOWN,
AIZ_00354,Aizawl,23.432257,92.647333,BLK_AIZ_R09_C14,27.789825,575.13269,0.263048,5.121563,59.52,MODERATE,0.3129,LOW_TERRAIN_SIMILARITY,"Slope (60%), TWI (12%), Curvature (3%), Relief (25%)",UNKNOWN,
AIZ_00355,Aizawl,23.436773,92.647321,BLK_AIZ_R09_C14,26.820024,556.598511,-0.075358,5.680418,68.53,MODERATE,0.5357,MODERATE_TERRAIN_SIMILARITY,"Slope (49%), TWI (15%), Curvature (13%), Relief (23%)",UNKNOWN,
AIZ_00356,Aizawl,23.441289,92.647309,BLK_AIZ_R09_C14,27.411947,468.930542,-0.095805,5.786521,69.52,MODERATE,0.4759,MODERATE_TERRAIN_SIMILARITY,"Slope (49%), TWI (16%), Curvature (14%), Relief (21%)",UNKNOWN,
AIZ_00357,Aizawl,23.445806,92.647297,BLK_AIZ_R09_C14,26.988234,487.952545,0.073223,5.390445,60.62,MODERATE,0.4787,MODERATE_TERRAIN_SIMILARITY,"Slope (54%), TWI (14%), Curvature (10%), Relief (22%)",UNKNOWN,
AIZ_00358,Aizawl,23.450322,92.647285,BLK_AIZ_R10_C14,27.275452,454.64447,-0.272033,5.929521,75.14,HIGH,0.3585,LOW_TERRAIN_SIMILARITY,"Slope (46%), TWI (16%), Curvature (18%), Relief (20%)",UNKNOWN,
AIZ_00359,Aizawl,23.454839,92.647273,BLK_AIZ_R10_C14,27.513626,495.804443,0.22493,5.12711,59.5,MODERATE,0.3252,LOW_TERRAIN_SIMILARITY,"Slope (59%), TWI (12%), Curvature (4%), Relief (25%)",UNKNOWN,
AIZ_00360,Aizawl,23.459355,92.647261,BLK_AIZ_R10_C14,23.059641,390.716309,-0.062663,5.586086,56.48,MODERATE,0.4517,MODERATE_TERRAIN_SIMILARITY,"Slope (50%), TWI (18%), Curvature (16%), Relief (16%)",UNKNOWN,
AIZ_00361,Aizawl,23.463871,92.647249,BLK_AIZ_R10_C14,25.679731,348.841339,-0.120025,5.492463,62.38,MODERATE,0.3647,LOW_TERRAIN_SIMILARITY,"Slope (53%), TWI (15%), Curvature (16%), Relief (16%)",UNKNOWN,
AIZ_00362,Aizawl,23.468388,92.647237,BLK_AIZ_R10_C14,21.272856,309.679932,-0.147673,5.766488,56.25,MODERATE,0.3614,LOW_TERRAIN_SIMILARITY,"Slope (47%), TWI (20%), Curvature (19%), Relief (14%)",UNKNOWN,
AIZ_00363,Aizawl,23.472904,92.647225,BLK_AIZ_R10_C14,25.869337,406.729706,-0.046711,5.505406,62.93,MODERATE,0.4378,MODERATE_TERRAIN_SIMILARITY,"Slope (52%), TWI (15%), Curvature (14%), Relief (19%)",UNKNOWN,
AIZ_00364,Aizawl,23.47742,92.647213,BLK_AIZ_R10_C14,25.014078,444.095306,0.146721,5.288696,55.61,MODERATE,0.4235,MODERATE_TERRAIN_SIMILARITY,"Slope (55%), TWI (14%), Curvature (8%), Relief (23%)",UNKNOWN,
AIZ_00365,Aizawl,23.481937,92.647201,BLK_AIZ_R10_C14,31.501249,334.538239,-0.097383,5.717405,73.5,HIGH,0.1564,LOW_TERRAIN_SIMILARITY,"Slope (57%), TWI (15%), Curvature (13%), Relief (15%)",UNKNOWN,
AIZ_00366,Aizawl,23.486453,92.647189,BLK_AIZ_R10_C14,16.978546,432.356567,0.261124,5.720171,50.24,MODERATE,0.286,LOW_TERRAIN_SIMILARITY,"Slope (58%), TWI (21%), Curvature (3%), Relief (18%)",UNKNOWN,
AIZ_00367,Aizawl,23.49097,92.647177,BLK_AIZ_R10_C14,16.720463,403.875793,-0.093892,6.350055,61.84,MODERATE,0.387,LOW_TERRAIN_SIMILARITY,"Slope (44%), TWI (24%), Curvature (16%), Relief (16%)",UNKNOWN,
AIZ_00368,Aizawl,23.495486,92.647165,BLK_AIZ_R11_C14,13.036652,484.987946,-0.002332,6.11078,49.74,LOW,0.4016,MODERATE_TERRAIN_SIMILARITY,"Slope (42%), TWI (27%), Curvature (15%), Relief (16%)",UNKNOWN,
AIZ_00369,Aizawl,23.500002,92.647153,BLK_AIZ_R11_C14,11.177323,497.953949,0.030775,6.236308,42.49,LOW,0.2468,LOW_TERRAIN_SIMILARITY,"Slope (39%), TWI (33%), Curvature (16%), Relief (12%)",UNKNOWN,
AIZ_00370,Aizawl,23.504519,92.647141,BLK_AIZ_R11_C14,12.139672,506.240906,0.030716,6.04064,48.35,LOW,0.4253,MODERATE_TERRAIN_SIMILARITY,"Slope (47%), TWI (26%), Curvature (14%), Relief (13%)",UNKNOWN,
AIZ_00371,Aizawl,23.509035,92.647129,BLK_AIZ_R11_C14,15.787323,561.041931,0.048857,5.832583,48.73,LOW,0.5308,MODERATE_TERRAIN_SIMILARITY,"Slope (49%), TWI (24%), Curvature (13%), Relief (14%)",UNKNOWN,
AIZ_00372,Aizawl,23.513551,92.647117,BLK_AIZ_R11_C14,16.760803,564.218994,0.058459,5.754282,50.46,MODERATE,0.5505,MODERATE_TERRAIN_SIMILARITY,"Slope (49%), TWI (22%), Curvature (12%), Relief (17%)",UNKNOWN,
AIZ_00373,Aizawl,23.518068,92.647105,BLK_AIZ_R11_C14,29.011637,381.766541,0.059734,5.686311,72.43,HIGH,0.1616,LOW_TERRAIN_SIMILARITY,"Slope (56%), TWI (15%), Curvature (8%), Relief (21%)",UNKNOWN,
AIZ_00374,Aizawl,23.522584,92.647093,BLK_AIZ_R11_C14,24.003799,265.679047,-0.303334,6.435809,74.3,HIGH,0.2445,LOW_TERRAIN_SIMILARITY,"Slope (43%), TWI (20%), Curvature (19%), Relief (18%)",UNKNOWN,
AIZ_00375,Aizawl,23.5271,92.647081,BLK_AIZ_R11_C14,18.017374,492.630676,0.149733,6.127964,62.57,MODERATE,0.3134,LOW_TERRAIN_SIMILARITY,"Slope (50%), TWI (21%), Curvature (7%), Relief (22%)",UNKNOWN,
AIZ_00376,Aizawl,23.531617,92.647069,BLK_AIZ_R11_C14,13.259602,563.139282,-0.034666,6.072579,47.06,LOW,0.3875,LOW_TERRAIN_SIMILARITY,"Slope (41%), TWI (28%), Curvature (18%), Relief (13%)",UNKNOWN,
AIZ_00377,Aizawl,23.536133,92.647057,BLK_AIZ_R11_C14,11.330042,613.911621,0.070527,6.177067,44.15,LOW,0.3535,LOW_TERRAIN_SIMILARITY,"Slope (41%), TWI (31%), Curvature (13%), Relief (15%)",UNKNOWN,
AIZ_00378,Aizawl,23.540649,92.647045,BLK_AIZ_R12_C14,15.914319,595.103577,0.017237,5.987672,63.86,MODERATE,0.3604,LOW_TERRAIN_SIMILARITY,"Slope (48%), TWI (19%), Curvature (11%), Relief (22%)",UNKNOWN,
AIZ_00379,Aizawl,23.545166,92.647033,BLK_AIZ_R12_C14,28.935614,406.384247,0.130455,5.585921,69.92,MODERATE,0.1675,LOW_TERRAIN_SIMILARITY,"Slope (58%), TWI (14%), Curvature (7%), Relief (21%)",UNKNOWN,
AIZ_00380,Aizawl,23.549682,92.647021,BLK_AIZ_R12_C14,15.476837,319.192657,0.017642,6.206489,55.08,MODERATE,0.3484,LOW_TERRAIN_SIMILARITY,"Slope (46%), TWI (25%), Curvature (13%), Relief (16%)",UNKNOWN,
AIZ_00381,Aizawl,23.554198,92.647009,BLK_AIZ_R12_C14,24.760193,284.204895,0.049929,5.555486,62.0,MODERATE,0.3105,LOW_TERRAIN_SIMILARITY,"Slope (54%), TWI (16%), Curvature (10%), Relief (20%)",UNKNOWN,
AIZ_00382,Aizawl,23.558715,92.646996,BLK_AIZ_R12_C14,29.23801,340.463837,-0.040289,5.879506,71.78,HIGH,0.3205,LOW_TERRAIN_SIMILARITY,"Slope (51%), TWI (16%), Curvature (12%), Relief (21%)",UNKNOWN,
AIZ_00383,Aizawl,23.563231,92.646984,BLK_AIZ_R12_C14,20.389542,584.834351,0.28086,5.596179,56.79,MODERATE,0.2999,LOW_TERRAIN_SIMILARITY,"Slope (58%), TWI (18%), Curvature (2%), Relief (22%)",UNKNOWN,
AIZ_00384,Aizawl,23.567747,92.646972,BLK_AIZ_R12_C14,15.696698,649.374451,-0.076668,6.120781,54.74,MODERATE,0.5985,MODERATE_TERRAIN_SIMILARITY,"Slope (45%), TWI (24%), Curvature (17%), Relief (14%)",UNKNOWN,
AIZ_00385,Aizawl,23.572264,92.64696,BLK_AIZ_R12_C14,17.17449,689.909607,0.249967,5.600833,60.8,MODERATE,0.1879,LOW_TERRAIN_SIMILARITY,"Slope (56%), TWI (16%), Curvature (3%), Relief (25%)",UNKNOWN,
AIZ_00386,Aizawl,23.576341,92.647316,BLK_AIZ_R12_C14,38.997967,493.644196,0.214322,4.873649,68.14,MODERATE,0.0532,DISSIMILAR_TERRAIN,"Slope (66%), TWI (8%), Curvature (4%), Relief (22%)",UNKNOWN,
AIZ_00387,Aizawl,23.581678,92.64864,BLK_AIZ_R12_C14,42.733826,299.183044,-0.199736,4.83005,73.11,HIGH,0.06,DISSIMILAR_TERRAIN,"Slope (62%), TWI (7%), Curvature (16%), Relief (15%)",UNKNOWN,
AIZ_00388,Aizawl,23.58469,92.648779,BLK_AIZ_R12_C14,45.490105,272.052765,0.363548,4.548628,57.79,MODERATE,0.0273,DISSIMILAR_TERRAIN,"Slope (78%), TWI (6%), Curvature (0%), Relief (16%)",UNKNOWN,
AIZ_00389,Aizawl,23.609897,92.649026,BLK_AIZ_R13_C14,5.359544,727.597961,-0.260532,6.607397,36.19,LOW,0.0209,DISSIMILAR_TERRAIN,"Slope (16%), TWI (45%), Curvature (37%), Relief (2%)",UNKNOWN,
AIZ_00390,Aizawl,23.613294,92.648578,BLK_AIZ_R13_C14,13.972212,756.085693,0.418523,5.335778,30.63,LOW,0.2016,LOW_TERRAIN_SIMILARITY,"Slope (61%), TWI (27%), Curvature (0%), Relief (12%)",UNKNOWN,
AIZ_00391,Aizawl,23.617515,92.646921,BLK_AIZ_R13_C14,18.456291,805.071289,0.206453,5.54252,49.28,LOW,0.5831,MODERATE_TERRAIN_SIMILARITY,"Slope (59%), TWI (20%), Curvature (6%), Relief (15%)",UNKNOWN,
AIZ_00392,Aizawl,23.621943,92.646827,BLK_AIZ_R13_C14,26.26606,639.17926,-0.096345,5.993642,71.72,HIGH,0.5515,MODERATE_TERRAIN_SIMILARITY,"Slope (48%), TWI (17%), Curvature (13%), Relief (22%)",UNKNOWN,
AIZ_00393,Aizawl,23.626459,92.646815,BLK_AIZ_R13_C14,30.455734,450.069031,0.008663,5.719358,73.13,HIGH,0.2459,LOW_TERRAIN_SIMILARITY,"Slope (55%), TWI (15%), Curvature (10%), Relief (20%)",UNKNOWN,
AIZ_00394,Aizawl,23.630975,92.646803,BLK_AIZ_R14_C14,23.991764,306.658386,-0.058118,6.13184,70.18,HIGH,0.2967,LOW_TERRAIN_SIMILARITY,"Slope (49%), TWI (19%), Curvature (13%), Relief (19%)",UNKNOWN,
AIZ_00395,Aizawl,23.635492,92.646791,BLK_AIZ_R14_C14,22.065729,290.212952,0.143247,5.664726,55.8,MODERATE,0.3518,LOW_TERRAIN_SIMILARITY,"Slope (51%), TWI (19%), Curvature (8%), Relief (22%)",UNKNOWN,
AIZ_00396,Aizawl,23.640008,92.646779,BLK_AIZ_R14_C14,30.784727,220.606277,-0.262489,5.79986,77.3,HIGH,0.1808,LOW_TERRAIN_SIMILARITY,"Slope (49%), TWI (15%), Curvature (17%), Relief (19%)",UNKNOWN,
AIZ_00397,Aizawl,23.644524,92.646767,BLK_AIZ_R14_C14,37.321629,497.327789,0.213431,5.009377,67.14,MODERATE,0.152,LOW_TERRAIN_SIMILARITY,"Slope (64%), TWI (9%), Curvature (4%), Relief (23%)",UNKNOWN,
AIZ_00398,Aizawl,23.64904,92.646755,BLK_AIZ_R14_C14,31.679504,696.324219,0.259634,4.98124,62.03,MODERATE,0.2677,LOW_TERRAIN_SIMILARITY,"Slope (63%), TWI (10%), Curvature (3%), Relief (24%)",UNKNOWN,
AIZ_00399,Aizawl,23.653557,92.646742,BLK_AIZ_R14_C14,33.138584,766.040771,0.181905,5.112036,64.49,MODERATE,0.3693,LOW_TERRAIN_SIMILARITY,"Slope (61%), TWI (11%), Curvature (5%), Relief (23%)",UNKNOWN,
AIZ_00400,Aizawl,23.658073,92.64673,BLK_AIZ_R14_C14,39.134975,701.27124,0.156923,5.150959,71.16,HIGH,0.1726,LOW_TERRAIN_SIMILARITY,"Slope (63%), TWI (10%), Curvature (6%), Relief (21%)",UNKNOWN,
AIZ_00401,Aizawl,23.662589,92.646718,BLK_AIZ_R14_C14,37.924686,380.864136,0.023987,5.362845,74.56,HIGH,0.1477,DISSIMILAR_TERRAIN,"Slope (59%), TWI (11%), Curvature (9%), Relief (21%)",UNKNOWN,
AIZ_00402,Aizawl,23.667105,92.646706,BLK_AIZ_R14_C14,35.30275,254.910553,-0.204845,5.330993,76.15,HIGH,0.1577,LOW_TERRAIN_SIMILARITY,"Slope (53%), TWI (11%), Curvature (16%), Relief (20%)",UNKNOWN,
AIZ_00403,Aizawl,23.671622,92.646694,BLK_AIZ_R14_C14,27.512903,196.036789,-0.22117,6.015862,72.37,HIGH,0.1445,DISSIMILAR_TERRAIN,"Slope (53%), TWI (17%), Curvature (17%), Relief (13%)",UNKNOWN,
AIZ_00404,Aizawl,23.676138,92.646682,BLK_AIZ_R15_C14,32.369335,283.891876,-0.064614,5.452732,74.1,HIGH,0.1641,LOW_TERRAIN_SIMILARITY,"Slope (55%), TWI (12%), Curvature (12%), Relief (21%)",UNKNOWN,
AIZ_00405,Aizawl,23.680654,92.64667,BLK_AIZ_R15_C14,26.475477,398.327118,-0.041886,6.054422,72.07,HIGH,0.3426,LOW_TERRAIN_SIMILARITY,"Slope (50%), TWI (18%), Curvature (12%), Relief (20%)",UNKNOWN,
AIZ_00406,Aizawl,23.68517,92.646657,BLK_AIZ_R15_C14,26.632402,513.054504,0.103994,5.86743,70.17,HIGH,0.2595,LOW_TERRAIN_SIMILARITY,"Slope (55%), TWI (17%), Curvature (7%), Relief (21%)",UNKNOWN,
AIZ_00407,Aizawl,23.689651,92.646688,BLK_AIZ_R15_C14,20.172161,575.867859,0.025999,5.771127,55.83,MODERATE,0.6079,MODERATE_TERRAIN_SIMILARITY,"Slope (48%), TWI (20%), Curvature (12%), Relief (20%)",UNKNOWN,
AIZ_00408,Aizawl,23.694203,92.647083,BLK_AIZ_R15_C14,24.111359,639.527161,0.112774,5.472023,60.76,MODERATE,0.5927,MODERATE_TERRAIN_SIMILARITY,"Slope (52%), TWI (15%), Curvature (8%), Relief (25%)",UNKNOWN,
AIZ_00409,Aizawl,23.698796,92.646786,BLK_AIZ_R15_C14,16.596243,685.289978,0.003531,5.880344,52.48,MODERATE,0.6434,MODERATE_TERRAIN_SIMILARITY,"Slope (46%), TWI (22%), Curvature (14%), Relief (18%)",UNKNOWN,
AIZ_00410,Aizawl,23.703235,92.646609,BLK_AIZ_R15_C14,12.158916,604.753906,-0.054024,6.605154,52.3,MODERATE,0.3698,LOW_TERRAIN_SIMILARITY,"Slope (37%), TWI (31%), Curvature (17%), Relief (15%)",UNKNOWN,
AIZ_00411,Aizawl,23.707752,92.646597,BLK_AIZ_R15_C14,7.559572,536.975464,0.008808,6.983874,42.18,LOW,0.084,DISSIMILAR_TERRAIN,"Slope (27%), TWI (44%), Curvature (17%), Relief (12%)",UNKNOWN,
AIZ_00412,Aizawl,23.712268,92.646585,BLK_AIZ_R15_C14,23.832817,406.999176,0.134337,5.805501,61.27,MODERATE,0.4269,MODERATE_TERRAIN_SIMILARITY,"Slope (51%), TWI (18%), Curvature (7%), Relief (24%)",UNKNOWN,
AIZ_00413,Aizawl,23.716784,92.646572,BLK_AIZ_R15_C14,23.704023,222.988297,-0.127232,6.312214,73.93,HIGH,0.232,LOW_TERRAIN_SIMILARITY,"Slope (46%), TWI (20%), Curvature (14%), Relief (20%)",UNKNOWN,
AIZ_00414,Aizawl,23.7213,92.64656,BLK_AIZ_R16_C14,26.137157,169.179535,-0.167723,6.08848,68.72,MODERATE,0.2464,LOW_TERRAIN_SIMILARITY,"Slope (49%), TWI (19%), Curvature (16%), Relief (16%)",UNKNOWN,
AIZ_00415,Aizawl,23.725816,92.646548,BLK_AIZ_R16_C14,28.687668,183.61145,-0.292437,6.253192,79.1,HIGH,0.1813,LOW_TERRAIN_SIMILARITY,"Slope (45%), TWI (18%), Curvature (18%), Relief (19%)",UNKNOWN,
AIZ_00416,Aizawl,23.730333,92.646536,BLK_AIZ_R16_C14,33.710739,345.320251,0.141705,5.512965,70.87,HIGH,0.1554,LOW_TERRAIN_SIMILARITY,"Slope (59%), TWI (13%), Curvature (6%), Relief (22%)",UNKNOWN,
AIZ_00417,Aizawl,23.734849,92.646524,BLK_AIZ_R16_C14,25.850739,411.072784,0.045633,5.780266,71.34,HIGH,0.1894,LOW_TERRAIN_SIMILARITY,"Slope (54%), TWI (16%), Curvature (9%), Relief (21%)",UNKNOWN,
AIZ_00418,Aizawl,23.739365,92.646511,BLK_AIZ_R16_C14,28.383574,537.735962,0.125639,5.372687,65.06,MODERATE,0.3653,LOW_TERRAIN_SIMILARITY,"Slope (57%), TWI (13%), Curvature (7%), Relief (23%)",UNKNOWN,
AIZ_00419,Aizawl,23.743881,92.646499,BLK_AIZ_R16_C14,15.71963,591.579041,0.183558,5.992783,53.36,MODERATE,0.4091,MODERATE_TERRAIN_SIMILARITY,"Slope (53%), TWI (23%), Curvature (6%), Relief (18%)",UNKNOWN,
AIZ_00420,Aizawl,23.748398,92.646487,BLK_AIZ_R16_C14,9.932078,554.482117,0.12594,6.190143,45.96,LOW,0.3669,LOW_TERRAIN_SIMILARITY,"Slope (49%), TWI (30%), Curvature (10%), Relief (11%)",UNKNOWN,
AIZ_00421,Aizawl,23.752914,92.646475,BLK_AIZ_R16_C14,19.713972,491.753204,0.040802,5.597622,57.64,MODERATE,0.4333,MODERATE_TERRAIN_SIMILARITY,"Slope (54%), TWI (17%), Curvature (11%), Relief (18%)",UNKNOWN,
AIZ_00422,Aizawl,23.75743,92.646463,BLK_AIZ_R16_C14,22.818884,425.799377,-0.120813,5.747202,60.19,MODERATE,0.4706,MODERATE_TERRAIN_SIMILARITY,"Slope (50%), TWI (18%), Curvature (17%), Relief (15%)",UNKNOWN,
AIZ_00423,Aizawl,23.761946,92.646451,BLK_AIZ_R16_C14,14.014155,386.591644,-0.091846,6.295117,52.31,MODERATE,0.3497,LOW_TERRAIN_SIMILARITY,"Slope (42%), TWI (27%), Curvature (18%), Relief (13%)",UNKNOWN,
AIZ_00424,Aizawl,23.766462,92.646438,BLK_AIZ_R17_C14,13.594114,345.154785,-0.166437,6.74069,56.24,MODERATE,0.2708,LOW_TERRAIN_SIMILARITY,"Slope (41%), TWI (30%), Curvature (20%), Relief (9%)",UNKNOWN,
AIZ_00425,Aizawl,23.770979,92.646426,BLK_AIZ_R17_C14,15.629405,317.24939,-0.153998,6.551495,59.18,MODERATE,0.2999,LOW_TERRAIN_SIMILARITY,"Slope (40%), TWI (27%), Curvature (19%), Relief (14%)",UNKNOWN,
AIZ_00426,Aizawl,23.775495,92.646414,BLK_AIZ_R17_C14,15.665553,309.501343,0.058828,5.895828,47.98,LOW,0.3035,LOW_TERRAIN_SIMILARITY,"Slope (45%), TWI (25%), Curvature (13%), Relief (17%)",UNKNOWN,
AIZ_00427,Aizawl,23.780011,92.646402,BLK_AIZ_R17_C14,15.137656,254.699677,-0.087092,6.107955,51.17,MODERATE,0.2706,LOW_TERRAIN_SIMILARITY,"Slope (42%), TWI (26%), Curvature (18%), Relief (14%)",UNKNOWN,
AIZ_00428,Aizawl,23.784527,92.646389,BLK_AIZ_R17_C14,16.778061,237.598541,0.116922,5.756241,48.12,LOW,0.2893,LOW_TERRAIN_SIMILARITY,"Slope (50%), TWI (23%), Curvature (10%), Relief (17%)",UNKNOWN,
AIZ_00429,Aizawl,23.789043,92.646377,BLK_AIZ_R17_C14,18.211782,210.009995,-0.117187,5.868424,54.23,MODERATE,0.292,LOW_TERRAIN_SIMILARITY,"Slope (46%), TWI (22%), Curvature (19%), Relief (13%)",UNKNOWN,
AIZ_00430,Aizawl,23.793559,92.646365,BLK_AIZ_R17_C14,10.427395,230.799179,0.046002,6.313064,40.76,LOW,0.1077,DISSIMILAR_TERRAIN,"Slope (36%), TWI (35%), Curvature (16%), Relief (13%)",UNKNOWN,
AIZ_00431,Aizawl,23.798076,92.646353,BLK_AIZ_R17_C14,9.039667,161.14946,-0.011329,6.547397,43.56,LOW,0.0894,DISSIMILAR_TERRAIN,"Slope (33%), TWI (37%), Curvature (18%), Relief (12%)",UNKNOWN,
AIZ_00432,Aizawl,23.802592,92.646341,BLK_AIZ_R17_C14,7.52088,115.216293,0.012896,7.062342,43.79,LOW,0.0417,DISSIMILAR_TERRAIN,"Slope (28%), TWI (44%), Curvature (16%), Relief (12%)",UNKNOWN,
AIZ_00433,Aizawl,23.807108,92.646328,BLK_AIZ_R17_C14,13.700532,86.090919,-0.041052,6.371808,51.59,MODERATE,0.1909,LOW_TERRAIN_SIMILARITY,"Slope (45%), TWI (29%), Curvature (16%), Relief (10%)",UNKNOWN,
AIZ_00434,Aizawl,23.811624,92.646316,BLK_AIZ_R18_C14,15.479252,122.87281,0.07072,5.621565,46.16,LOW,0.2185,LOW_TERRAIN_SIMILARITY,"Slope (50%), TWI (22%), Curvature (13%), Relief (15%)",UNKNOWN,
AIZ_00435,Aizawl,23.81614,92.646304,BLK_AIZ_R18_C14,14.75277,118.60305,0.04177,5.95441,48.71,LOW,0.2154,LOW_TERRAIN_SIMILARITY,"Slope (46%), TWI (25%), Curvature (13%), Relief (16%)",UNKNOWN,
AIZ_00436,Aizawl,23.820656,92.646292,BLK_AIZ_R18_C14,19.606588,100.403801,-0.228181,6.064194,65.52,MODERATE,0.1988,LOW_TERRAIN_SIMILARITY,"Slope (45%), TWI (20%), Curvature (19%), Relief (16%)",UNKNOWN,
AIZ_00437,Aizawl,23.825173,92.646279,BLK_AIZ_R18_C14,18.933355,159.653549,0.10737,5.748083,54.94,MODERATE,0.2551,LOW_TERRAIN_SIMILARITY,"Slope (52%), TWI (20%), Curvature (9%), Relief (19%)",UNKNOWN,
AIZ_00438,Aizawl,23.827816,92.645479,BLK_AIZ_R18_C14,19.624144,112.816444,0.035342,6.249477,56.43,MODERATE,0.2401,LOW_TERRAIN_SIMILARITY,"Slope (51%), TWI (25%), Curvature (12%), Relief (12%)",UNKNOWN,
AIZ_00439,Aizawl,23.375604,92.654486,BLK_AIZ_R08_C14,,,,,,NODATA_BORDER,,NODATA_BORDER,NoData Terrain Boundary Cell,UNKNOWN,
AIZ_00440,Aizawl,23.378476,92.653229,BLK_AIZ_R08_C14,30.509478,588.179382,0.259636,5.044723,54.3,MODERATE,0.3528,LOW_TERRAIN_SIMILARITY,"Slope (64%), TWI (12%), Curvature (3%), Relief (21%)",UNKNOWN,
AIZ_00441,Aizawl,23.382607,92.652539,BLK_AIZ_R08_C14,29.702936,380.421997,-0.194686,5.454031,71.32,HIGH,0.3291,LOW_TERRAIN_SIMILARITY,"Slope (50%), TWI (13%), Curvature (17%), Relief (20%)",UNKNOWN,
AIZ_00442,Aizawl,23.386902,92.652914,BLK_AIZ_R08_C14,24.995279,396.695496,0.049418,5.325883,54.39,MODERATE,0.4275,MODERATE_TERRAIN_SIMILARITY,"Slope (56%), TWI (15%), Curvature (12%), Relief (17%)",UNKNOWN,
AIZ_00443,Aizawl,23.391201,92.654133,BLK_AIZ_R08_C14,28.061737,450.975525,0.043273,5.136299,59.07,MODERATE,0.3864,LOW_TERRAIN_SIMILARITY,"Slope (59%), TWI (12%), Curvature (11%), Relief (18%)",UNKNOWN,
AIZ_00444,Aizawl,23.396364,92.654214,BLK_AIZ_R08_C14,21.175175,511.28064,0.023403,5.197464,44.86,LOW,0.4653,MODERATE_TERRAIN_SIMILARITY,"Slope (58%), TWI (17%), Curvature (16%), Relief (9%)",UNKNOWN,
AIZ_00445,Aizawl,23.401186,92.653234,BLK_AIZ_R08_C14,26.578203,480.798798,0.102477,5.063189,55.08,MODERATE,0.4218,MODERATE_TERRAIN_SIMILARITY,"Slope (58%), TWI (12%), Curvature (9%), Relief (21%)",UNKNOWN,
AIZ_00446,Aizawl,23.405169,92.652298,BLK_AIZ_R09_C14,23.571087,473.573578,-0.148427,5.801455,64.2,MODERATE,0.5085,MODERATE_TERRAIN_SIMILARITY,"Slope (46%), TWI (18%), Curvature (17%), Relief (19%)",UNKNOWN,
