cell_id,district,ffsi_score,ffsi_class,primary_contributor,status
KOH_05972,Kohima,21.75,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_05973,Kohima,57.66,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05974,Kohima,63.92,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05975,Kohima,47.95,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05976,Kohima,13.83,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_05977,Kohima,19.99,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_05978,Kohima,64.39,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05979,Kohima,47.49,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05980,Kohima,21.23,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_05981,Kohima,19.54,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_05982,Kohima,20.9,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_05983,Kohima,60.77,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05984,Kohima,67.47,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05985,Kohima,22.58,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_05986,Kohima,54.9,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05987,Kohima,,,,INSUFFICIENT_DATA
KOH_05988,Kohima,56.36,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05989,Kohima,53.56,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05990,Kohima,55.98,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05991,Kohima,49.17,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05992,Kohima,56.37,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05993,Kohima,75.6,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05994,Kohima,70.54,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05995,Kohima,,,,INSUFFICIENT_DATA
KOH_05996,Kohima,51.22,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05997,Kohima,35.41,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_05998,Kohima,19.09,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_05999,Kohima,18.06,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_06000,Kohima,33.17,LOW,High topographic wetness convergence,AVAILABLE
KOH_06001,Kohima,60.5,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06002,Kohima,65.41,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06003,Kohima,65.62,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06004,Kohima,65.83,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06005,Kohima,66.08,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06006,Kohima,61.15,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06007,Kohima,19.87,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_06008,Kohima,51.06,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06009,Kohima,56.83,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06010,Kohima,62.02,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06011,Kohima,67.1,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06012,Kohima,53.11,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06013,Kohima,58.22,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06014,Kohima,67.01,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06015,Kohima,65.69,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06016,Kohima,62.17,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06017,Kohima,61.76,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06018,Kohima,62.63,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06019,Kohima,59.58,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06020,Kohima,66.35,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06021,Kohima,55.66,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06022,Kohima,38.98,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06023,Kohima,72.01,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06024,Kohima,47.88,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06025,Kohima,61.47,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06026,Kohima,20.04,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_06027,Kohima,60.74,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06028,Kohima,65.24,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06029,Kohima,63.77,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06030,Kohima,62.67,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06031,Kohima,17.93,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_06032,Kohima,12.22,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_06033,Kohima,,,,INSUFFICIENT_DATA
KOH_06034,Kohima,13.93,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_06035,Kohima,47.6,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06036,Kohima,,,,INSUFFICIENT_DATA
KOH_06037,Kohima,36.4,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06038,Kohima,51.01,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06039,Kohima,64.87,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06040,Kohima,28.34,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_06041,Kohima,17.16,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_06042,Kohima,47.06,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06043,Kohima,62.31,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06044,Kohima,67.67,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06045,Kohima,60.49,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06046,Kohima,14.92,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_06047,Kohima,10.58,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_06048,Kohima,14.93,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_06049,Kohima,46.38,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06050,Kohima,17.6,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_06051,Kohima,48.01,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_06052,Kohima,27.72,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_06053,Kohima,15.26,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_06054,Kohima,9.02,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_06055,Kohima,9.98,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00001,Aizawl,52.38,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00002,Aizawl,9.84,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00003,Aizawl,22.46,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00004,Aizawl,60.67,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00005,Aizawl,28.67,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00006,Aizawl,16.44,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00007,Aizawl,2.87,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00008,Aizawl,10.23,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00009,Aizawl,,,,INSUFFICIENT_DATA
AIZ_00010,Aizawl,,,,INSUFFICIENT_DATA
AIZ_00011,Aizawl,51.99,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00012,Aizawl,52.85,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00013,Aizawl,62.21,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00014,Aizawl,65.5,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00015,Aizawl,57.14,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00016,Aizawl,9.32,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00017,Aizawl,21.63,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00018,Aizawl,26.13,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00019,Aizawl,28.37,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00020,Aizawl,62.11,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00021,Aizawl,62.8,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00022,Aizawl,15.6,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00023,Aizawl,,,,INSUFFICIENT_DATA
AIZ_00024,Aizawl,,,,INSUFFICIENT_DATA
AIZ_00025,Aizawl,10.15,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00026,Aizawl,52.88,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00027,Aizawl,22.84,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00028,Aizawl,25.9,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00029,Aizawl,21.03,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00030,Aizawl,25.83,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00031,Aizawl,17.14,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00032,Aizawl,16.22,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00033,Aizawl,27.19,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00034,Aizawl,29.3,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00035,Aizawl,61.5,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00036,Aizawl,43.57,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00037,Aizawl,64.91,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00038,Aizawl,12.3,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00039,Aizawl,57.73,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00040,Aizawl,61.79,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00041,Aizawl,62.32,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00042,Aizawl,60.81,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00043,Aizawl,65.33,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00044,Aizawl,58.95,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00045,Aizawl,67.47,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00046,Aizawl,68.01,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00047,Aizawl,36.7,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00048,Aizawl,11.67,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00049,Aizawl,49.84,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00050,Aizawl,47.79,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00051,Aizawl,48.17,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00052,Aizawl,50.21,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00053,Aizawl,51.77,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00054,Aizawl,,,,INSUFFICIENT_DATA
AIZ_00055,Aizawl,11.02,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00056,Aizawl,20.78,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00057,Aizawl,36.25,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00058,Aizawl,59.39,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00059,Aizawl,24.12,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00060,Aizawl,28.22,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00061,Aizawl,27.47,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00062,Aizawl,,,,INSUFFICIENT_DATA
AIZ_00063,Aizawl,20.45,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00064,Aizawl,21.7,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00065,Aizawl,23.15,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00066,Aizawl,34.26,LOW,High topographic wetness convergence,AVAILABLE
AIZ_00067,Aizawl,18.83,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00068,Aizawl,22.28,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00069,Aizawl,30.5,LOW,High topographic wetness convergence,AVAILABLE
AIZ_00070,Aizawl,40.65,LOW,High topographic wetness convergence,AVAILABLE
AIZ_00071,Aizawl,58.84,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00072,Aizawl,68.14,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00073,Aizawl,60.47,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00074,Aizawl,17.61,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00075,Aizawl,18.16,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00076,Aizawl,57.74,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00077,Aizawl,25.65,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00078,Aizawl,26.48,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00079,Aizawl,64.56,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00080,Aizawl,65.07,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00081,Aizawl,64.88,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00082,Aizawl,74.91,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00083,Aizawl,59.9,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00084,Aizawl,45.67,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00085,Aizawl,15.66,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00086,Aizawl,16.54,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00087,Aizawl,54.59,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00088,Aizawl,61.01,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00089,Aizawl,57.64,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00090,Aizawl,52.95,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00091,Aizawl,51.59,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00092,Aizawl,,,,INSUFFICIENT_DATA
AIZ_00093,Aizawl,,,,INSUFFICIENT_DATA
AIZ_00094,Aizawl,49.15,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00095,Aizawl,,,,INSUFFICIENT_DATA
AIZ_00096,Aizawl,16.53,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00097,Aizawl,17.69,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00098,Aizawl,20.27,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00099,Aizawl,21.1,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00100,Aizawl,56.63,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00101,Aizawl,59.52,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00102,Aizawl,26.58,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00103,Aizawl,24.21,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00104,Aizawl,21.55,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00105,Aizawl,61.19,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00106,Aizawl,,,,INSUFFICIENT_DATA
AIZ_00107,Aizawl,14.77,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00108,Aizawl,20.96,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00109,Aizawl,22.93,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00110,Aizawl,23.63,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00111,Aizawl,65.52,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00112,Aizawl,47.95,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00113,Aizawl,14.39,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00114,Aizawl,19.91,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00115,Aizawl,66.48,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00116,Aizawl,67.11,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00117,Aizawl,19.83,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00118,Aizawl,63.09,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00119,Aizawl,71.24,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00120,Aizawl,66.83,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00121,Aizawl,18.28,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00122,Aizawl,22.45,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00123,Aizawl,25.18,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00124,Aizawl,26.25,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00125,Aizawl,63.58,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00126,Aizawl,73.18,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00127,Aizawl,67.92,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00128,Aizawl,71.08,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00129,Aizawl,38.49,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00130,Aizawl,26.44,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00131,Aizawl,15.44,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00132,Aizawl,5.59,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00133,Aizawl,52.55,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00134,Aizawl,53.74,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00135,Aizawl,61.18,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00136,Aizawl,60.53,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00137,Aizawl,35.5,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00138,Aizawl,58.37,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00139,Aizawl,53.83,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00140,Aizawl,69.57,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00141,Aizawl,65.17,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00142,Aizawl,28.17,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00143,Aizawl,40.65,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00144,Aizawl,68.0,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00145,Aizawl,24.09,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00146,Aizawl,20.72,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00147,Aizawl,55.28,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00148,Aizawl,18.25,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00149,Aizawl,21.82,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00150,Aizawl,18.68,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00151,Aizawl,21.28,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00152,Aizawl,65.47,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00153,Aizawl,61.77,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00154,Aizawl,63.64,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00155,Aizawl,61.45,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00156,Aizawl,60.22,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00157,Aizawl,20.45,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00158,Aizawl,13.88,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00159,Aizawl,9.48,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00160,Aizawl,16.87,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00161,Aizawl,19.37,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00162,Aizawl,59.69,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00163,Aizawl,62.88,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00164,Aizawl,66.47,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00165,Aizawl,66.92,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00166,Aizawl,67.52,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00167,Aizawl,19.25,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00168,Aizawl,16.78,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00169,Aizawl,19.29,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00170,Aizawl,18.87,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00171,Aizawl,71.11,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00172,Aizawl,63.92,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00173,Aizawl,68.99,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00174,Aizawl,65.94,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00175,Aizawl,22.78,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00176,Aizawl,27.02,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00177,Aizawl,23.56,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00178,Aizawl,62.26,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00179,Aizawl,71.9,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00180,Aizawl,20.09,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00181,Aizawl,58.13,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00182,Aizawl,73.11,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00183,Aizawl,76.44,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00184,Aizawl,71.34,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00185,Aizawl,53.32,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00186,Aizawl,39.57,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00187,Aizawl,49.47,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00188,Aizawl,14.27,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00189,Aizawl,14.98,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00190,Aizawl,9.6,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00191,Aizawl,16.25,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00192,Aizawl,14.94,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00193,Aizawl,17.52,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00194,Aizawl,11.0,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00195,Aizawl,58.23,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00196,Aizawl,54.91,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00197,Aizawl,52.52,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00198,Aizawl,57.63,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00199,Aizawl,57.38,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00200,Aizawl,24.39,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00201,Aizawl,25.79,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00202,Aizawl,20.13,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00203,Aizawl,64.71,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00204,Aizawl,71.45,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00205,Aizawl,67.39,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00206,Aizawl,50.31,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00207,Aizawl,58.54,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00208,Aizawl,64.49,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00209,Aizawl,16.5,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00210,Aizawl,64.43,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00211,Aizawl,66.37,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00212,Aizawl,54.42,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00213,Aizawl,24.23,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00214,Aizawl,20.99,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00215,Aizawl,37.48,LOW,High topographic wetness convergence,AVAILABLE
AIZ_00216,Aizawl,9.16,VERY_LOW,High topographic wetness convergence,AVAILABLE
AIZ_00217,Aizawl,18.81,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00218,Aizawl,61.45,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
AIZ_00219,Aizawl,18.26,VERY_LOW,Large upstream contributing catchment,AVAILABLE
AIZ_00220,Aizawl,57.79,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
